avg_mood_7days,crisis_entries_count,days_of_silence,trigger_intensity_avg,mood_trend,min_mood_7days,trigger_count,total_entries,label
6.128930664803825,0,0,2.2965080331938057,1,6,0,7,LOW_RISK
5.815252724451447,2,0,4.65866290776878,0,2,1,3,MEDIUM_RISK
4.619663799548186,3,1,5.799783398658489,0,4,7,5,MEDIUM_RISK
3.725856559612536,7,5,9.553928884766371,-1,2,4,7,HIGH_RISK
4.279643579594561,2,2,4.661650757676751,-1,4,5,3,MEDIUM_RISK
4.70348083496674,1,2,4.738384220970632,0,2,2,4,MEDIUM_RISK
5.133214411600438,2,0,6.930206213372015,-1,3,1,3,MEDIUM_RISK
1.4838433625826264,3,5,7.936097916587925,-1,1,8,3,HIGH_RISK
3.7593016762141964,3,3,8.827265150169588,-1,1,7,3,HIGH_RISK
1.3959644628063177,5,2,9.725495781225218,-1,1,9,5,HIGH_RISK
3.7992258156184904,7,5,8.668929394164767,-1,2,9,7,HIGH_RISK
2.4584678747123174,3,5,7.100532645503868,-1,1,5,5,HIGH_RISK
4.713918271599191,2,2,3.8822515056382563,1,3,1,5,MEDIUM_RISK
5.637145725082023,1,2,5.254583825513121,0,4,5,3,MEDIUM_RISK
6.1387385830165995,0,2,2.9665378373600944,0,3,2,4,LOW_RISK
1.9823928488186406,4,5,7.141062570758093,-1,2,10,4,HIGH_RISK
6.31218401543603,2,2,4.899178658513701,-1,5,1,4,MEDIUM_RISK
6.423199064068543,0,0,6.183531659959866,-1,4,5,4,MEDIUM_RISK
4.889616828977336,2,2,5.773924153329133,0,5,4,3,MEDIUM_RISK
5.577078048036682,1,0,4.384873807063795,-1,5,3,3,MEDIUM_RISK
2.7390354090390217,6,2,10.0,-1,1,4,6,HIGH_RISK
4.2,3,2,9.899589924430884,0,1,6,3,HIGH_RISK
2.6702004626832774,3,2,9.698803570519996,-1,1,6,3,HIGH_RISK
6.716613337039557,1,2,4.699225452380806,0,4,3,5,MEDIUM_RISK
3.2644276303433726,3,4,7.3476672369300635,-1,2,8,4,HIGH_RISK
9.20376518002806,0,0,3.4945717028995267,1,9,1,5,LOW_RISK
5.333943788411311,2,0,4.070267888807088,-1,4,4,5,MEDIUM_RISK
4.2,6,4,9.130985825995957,-1,2,9,6,HIGH_RISK
9.44359380252935,1,0,3.922862838069531,1,9,0,6,LOW_RISK
6.290654301794725,1,1,1.7351373951234366,1,7,2,5,LOW_RISK
3.8,2,0,4.411434395377959,-1,4,1,5,MEDIUM_RISK
3.5965901010545602,3,3,8.846853914625594,-1,1,7,5,HIGH_RISK
6.228313317322344,0,0,7.125096079302939,0,3,5,5,MEDIUM_RISK
5.428895718954331,1,2,6.42746507743452,0,4,4,4,MEDIUM_RISK
9.478809612455922,0,0,3.9253099647938807,1,9,1,6,LOW_RISK
8.291896180693781,1,1,2.00842527456323,0,5,1,5,LOW_RISK
8.984268007267172,0,1,3.4376238853855803,1,9,0,6,LOW_RISK
4.525659770523902,0,1,6.534215129731129,0,3,5,5,MEDIUM_RISK
6.056612775064834,0,0,3.676829745236243,0,5,3,4,MEDIUM_RISK
5.74897170793139,1,0,4.265762216151938,0,2,5,3,MEDIUM_RISK
5.934236392448526,2,1,4.315740708541804,-1,3,4,4,MEDIUM_RISK
4.100756008365327,5,5,8.30940060838624,-1,2,4,5,HIGH_RISK
4.2,5,5,9.472276469240192,-1,1,5,5,HIGH_RISK
4.974827881070798,0,2,4.771233276589631,0,4,5,6,MEDIUM_RISK
6.666198256258168,0,2,1.8393576372981641,-1,3,2,7,MEDIUM_RISK
4.387469818713598,3,1,6.846578739607941,-1,2,6,4,MEDIUM_RISK
6.8,1,2,4.0106639768348,-1,5,2,4,MEDIUM_RISK
1.1718676813978142,6,2,8.957478807055333,-1,2,4,6,HIGH_RISK
2.3597255448964116,5,2,10.0,-1,1,10,5,HIGH_RISK
5.998296023542142,1,2,6.778032371713386,0,3,4,4,MEDIUM_RISK
6.698630796103649,1,1,0.536489509888277,0,5,2,5,LOW_RISK
7.1142127429900315,1,0,0.18453044874993274,0,6,1,6,LOW_RISK
2.235852621215404,3,2,9.558090593694152,-1,2,9,3,HIGH_RISK
1.776325091544571,6,3,7.622457489901268,-1,1,6,6,HIGH_RISK
4.948057134851941,0,1,3.5919415441594573,0,2,4,5,MEDIUM_RISK
2.1121484877751375,6,2,6.60845415385502,-1,1,6,6,HIGH_RISK
7.548303401839919,1,1,1.267032755214589,1,9,0,6,LOW_RISK
5.0804010953804815,2,0,5.302499218846516,-1,3,2,5,MEDIUM_RISK
4.1597176427868146,0,1,6.945608046950738,0,2,1,4,MEDIUM_RISK
1.493389482770338,4,2,9.423267146194789,0,2,5,4,HIGH_RISK
5.323913466814269,0,2,4.84087732137545,-1,3,3,6,MEDIUM_RISK
5.150209110629535,1,0,6.805863720330494,-1,3,5,6,MEDIUM_RISK
4.39504096700589,2,1,5.950520716007482,0,4,6,4,MEDIUM_RISK
3.028058650570763,4,5,9.294239426314684,-1,2,10,5,HIGH_RISK
4.6603441772929015,0,1,6.872386817713099,-1,2,5,5,MEDIUM_RISK
7.8935590944245435,1,1,1.1258200485547638,1,9,0,7,LOW_RISK
5.097316692075194,0,2,5.842287078887203,0,4,5,5,MEDIUM_RISK
9.489148764757822,1,0,1.3190603977792894,0,6,2,6,LOW_RISK
3.9524392990229864,6,5,8.273249629787415,-1,2,9,6,HIGH_RISK
1.0,4,5,9.017643367304169,-1,1,4,4,HIGH_RISK
2.6313852588163744,4,4,7.397370856944599,-1,2,9,4,HIGH_RISK
1.177678517477179,6,2,9.283487662726603,-1,1,6,6,HIGH_RISK
3.048486187921741,4,2,8.799159310598094,-1,2,7,4,HIGH_RISK
3.8917911962185356,2,1,4.579789498381254,1,5,5,5,MEDIUM_RISK
1.0,7,5,8.898295407826103,-1,1,6,7,HIGH_RISK
3.6101738807752217,4,3,9.120195896202304,-1,2,5,4,HIGH_RISK
3.3477678212716926,4,2,8.43396038415189,-1,1,10,4,HIGH_RISK
5.413269069886967,1,0,5.4900360726594934,0,3,3,3,MEDIUM_RISK
4.144485530115912,4,4,7.152719605193484,-1,1,9,4,HIGH_RISK
6.475580721897179,1,1,2.427605675226042,1,5,2,6,LOW_RISK
2.7153735503199474,3,4,9.134436086334041,0,2,8,3,HIGH_RISK
3.3425486142068044,4,4,7.55807159578158,-1,1,8,4,HIGH_RISK
4.082532556404999,2,0,4.7399489652427675,-1,4,5,4,MEDIUM_RISK
6.230888670572068,0,0,2.696752254748186,0,5,2,5,LOW_RISK
6.724346833152536,0,0,1.0707193059265916,1,6,0,6,LOW_RISK
6.466433313493212,0,1,1.2621425868332201,1,7,0,5,LOW_RISK
9.652569477046377,0,1,0.0,1,8,2,5,LOW_RISK
4.036570074822891,2,2,4.877058425961239,0,3,3,6,MEDIUM_RISK
1.9897173915206008,5,3,8.805891879277423,-1,1,8,5,HIGH_RISK
9.567979828435663,0,0,4.180320127696484,0,7,1,6,LOW_RISK
2.652666013809491,3,2,8.017682329636717,-1,1,10,4,HIGH_RISK
8.514589833105674,0,1,1.3064153463488082,0,5,1,7,LOW_RISK
6.45004662766502,0,1,4.908689404727077,-1,6,1,6,LOW_RISK
6.007604224690681,1,0,5.291275310419273,1,4,2,3,MEDIUM_RISK
8.489987582790665,1,1,4.386590235726185,0,5,0,7,LOW_RISK
3.1929957490623035,4,2,9.064083398579763,-1,1,10,4,HIGH_RISK
8.589107651573334,1,0,0.6861756033120635,0,9,2,6,LOW_RISK
1.981617279337753,6,4,8.489736783780199,-1,2,5,6,HIGH_RISK
6.875339620789059,0,0,0.0,1,9,0,6,LOW_RISK
9.59339854671606,0,0,0.0,0,7,2,7,LOW_RISK
7.659769652820047,0,1,4.0749701087645045,0,9,1,6,LOW_RISK
9.830316568251721,1,1,0.3150844788550754,1,8,2,7,LOW_RISK
7.436743833465252,0,0,0.62283003667575,1,9,2,6,LOW_RISK
4.483193914360147,0,2,7.2186012102817685,0,4,5,4,MEDIUM_RISK
2.729009790592289,4,5,6.515102030015774,-1,1,10,5,HIGH_RISK
5.889610420971664,0,1,5.873893065715775,-1,4,1,4,MEDIUM_RISK
3.593004225788806,6,2,9.068871458515254,-1,1,9,6,HIGH_RISK
4.2,4,5,7.472992045232452,-1,2,5,4,HIGH_RISK
7.996187399062679,0,0,3.721680347078502,1,8,0,7,LOW_RISK
3.925045876752215,7,3,9.984663092357023,0,2,8,7,HIGH_RISK
6.633129762512404,1,0,3.850547937830608,-1,4,3,5,MEDIUM_RISK
1.4382063546075925,3,4,8.438704808101063,-1,2,6,4,HIGH_RISK
8.78378164102806,0,0,0.0,0,9,2,7,LOW_RISK
4.2,5,3,7.767007444641709,-1,1,6,5,HIGH_RISK
2.134326437125348,6,5,9.646538863532463,-1,2,7,6,HIGH_RISK
9.476829657613086,0,1,1.2778496507674215,0,8,0,5,LOW_RISK
5.770746919180627,2,1,5.772201479783109,0,5,1,3,MEDIUM_RISK
4.56757062974,1,0,5.1567916938711935,-1,5,2,6,MEDIUM_RISK
4.2,3,3,8.899648196336736,-1,1,10,3,HIGH_RISK
3.8549775797301744,0,1,3.9493531552582137,1,3,1,3,MEDIUM_RISK
4.169131733550427,4,2,7.390694561930314,-1,1,4,4,HIGH_RISK
6.5946293070406306,0,1,1.6565200129795432,1,6,1,6,LOW_RISK
3.6824153858685107,7,2,7.705494787309164,-1,1,7,7,HIGH_RISK
2.615102871879764,6,2,7.116747778008977,-1,2,4,6,HIGH_RISK
1.4514352213181696,6,4,8.192469123970456,-1,2,10,6,HIGH_RISK
1.941601677238459,7,3,7.64082221157805,-1,2,6,7,HIGH_RISK
4.009572558542673,2,0,7.139480377951852,1,2,2,3,MEDIUM_RISK
3.488138951959632,3,4,7.277867167581138,-1,1,9,3,HIGH_RISK
4.498493043185844,0,2,4.306764175498831,0,3,1,4,MEDIUM_RISK
5.021083771258846,1,1,6.505295796530658,0,5,3,6,MEDIUM_RISK
2.011054028948178,3,3,7.212887578213605,-1,2,4,3,HIGH_RISK
3.6461378319525504,3,3,9.799081417116028,-1,1,9,3,HIGH_RISK
7.559186741523735,0,0,3.922216360285194,1,9,2,6,LOW_RISK
1.7845219873399762,4,4,7.334864288821173,-1,2,9,4,HIGH_RISK
7.243331881357494,1,1,1.0079588179439847,0,5,0,5,LOW_RISK
3.8,0,0,6.928074110050668,0,3,2,4,MEDIUM_RISK
1.3638909758063855,6,4,6.82296531935093,-1,2,6,6,HIGH_RISK
5.811941951399803,2,2,6.830386204175824,-1,2,1,6,MEDIUM_RISK
8.378583762773113,1,0,1.9680443973614,1,9,2,7,LOW_RISK
4.502741628458547,2,1,6.547869843282476,0,5,3,4,MEDIUM_RISK
6.391910597206177,0,1,6.22553862385646,0,3,4,6,MEDIUM_RISK
4.827886838381549,1,2,3.596221714625978,1,2,4,6,MEDIUM_RISK
7.203615528534628,0,1,2.3938908007824566,1,5,1,5,LOW_RISK
2.0089303786661707,7,2,8.151947655867101,-1,1,9,7,HIGH_RISK
3.944564320745461,4,5,8.333032038205276,-1,1,8,5,HIGH_RISK
5.837733140108728,2,1,3.6937827855877288,1,3,3,5,MEDIUM_RISK
8.142376279429731,1,1,0.5804275880108425,1,8,0,6,LOW_RISK
9.93898078430489,1,0,2.371530451307461,1,9,1,5,LOW_RISK
4.2,6,4,6.992798757284563,-1,2,9,6,HIGH_RISK
9.025194894072264,0,1,2.8033165887409583,0,7,1,6,LOW_RISK
3.1966146128641473,6,5,7.404483172654039,-1,1,10,6,HIGH_RISK
1.0964615189767115,5,4,9.084143608616188,-1,2,4,5,HIGH_RISK
6.3842593117210615,1,0,1.410133362716767,1,9,2,7,LOW_RISK
5.149135450720523,0,1,4.83115079066865,-1,4,2,3,MEDIUM_RISK
8.510961313967279,1,1,2.316264625216118,0,6,0,7,LOW_RISK
3.734240421512089,6,3,8.937964233092648,-1,2,4,6,HIGH_RISK
1.7735584416101524,5,2,6.5,-1,1,9,5,HIGH_RISK
6.710663092790829,1,1,7.3248859086712015,0,5,5,3,MEDIUM_RISK
5.012407655891229,1,0,6.290580294816576,1,5,3,5,MEDIUM_RISK
2.81332384227512,7,5,8.551200096872508,-1,2,8,7,HIGH_RISK
5.869985395960513,0,2,5.181072697596724,-1,4,1,4,MEDIUM_RISK
2.89035136998004,5,4,6.7958049900644655,-1,1,7,5,HIGH_RISK
4.6053454275043295,3,2,6.366984551568733,0,1,6,5,HIGH_RISK
1.592830785222037,5,4,6.5,-1,2,6,5,HIGH_RISK
5.707673936836478,2,0,5.998436193541988,1,2,3,6,MEDIUM_RISK
5.8599374258099175,0,1,6.04571372692447,0,3,4,6,MEDIUM_RISK
5.31953346249398,0,0,4.812026749287718,0,5,1,6,MEDIUM_RISK
1.7669521215627986,6,5,7.057334781806109,-1,2,7,6,HIGH_RISK
2.9170638035997443,5,3,7.899936283974678,0,1,7,5,HIGH_RISK
3.6521714821872555,6,4,7.085626724357824,-1,2,10,6,HIGH_RISK
1.0,4,5,8.183956205439982,-1,2,5,4,HIGH_RISK
4.16518868533467,3,1,8.01082787142428,-1,4,4,5,MEDIUM_RISK
6.739541246639996,0,1,1.2856251178587996,1,9,0,5,LOW_RISK
5.623460692745194,0,1,7.5,0,2,4,3,MEDIUM_RISK
6.148859492173592,1,0,3.2596037025028917,0,6,4,7,MEDIUM_RISK
7.155237937942147,1,1,1.6437390838815504,1,5,2,6,LOW_RISK
5.26971355372308,0,1,7.019892114709683,1,5,5,5,MEDIUM_RISK
9.372321059478846,0,1,3.599150122118407,1,8,0,5,LOW_RISK
5.261849998443307,2,0,6.392500805876246,-1,4,5,5,MEDIUM_RISK
3.151966137754681,7,5,9.819941196227598,-1,2,10,7,HIGH_RISK
8.277548109669262,0,0,1.3618897701001236,0,8,2,6,LOW_RISK
8.586787371294049,1,1,4.127119622140192,1,5,2,6,LOW_RISK
1.73797624935211,5,2,9.779199111208419,-1,2,9,5,HIGH_RISK
5.200090926203092,0,1,6.532276910324995,0,2,2,3,MEDIUM_RISK
5.067619803067931,1,2,5.585621040386142,0,4,4,5,MEDIUM_RISK
2.1458601139084017,6,3,8.445428091271708,-1,2,9,6,HIGH_RISK
5.0,2,2,5.570758391504853,-1,4,2,5,HIGH_RISK
1.864964344897484,5,4,6.798963297995513,-1,2,6,5,HIGH_RISK
6.58405386167135,1,0,0.0,1,7,1,6,LOW_RISK
6.900874835202283,0,1,0.7501001474512548,1,8,2,7,LOW_RISK
4.749868289850047,0,1,5.185138982487703,0,4,3,5,MEDIUM_RISK
1.636870917581341,5,3,8.794879408870807,-1,1,9,5,HIGH_RISK
4.93803232220428,2,0,4.702410179311211,0,4,5,5,MEDIUM_RISK
3.9405820580215054,0,2,7.5,0,3,4,4,MEDIUM_RISK
9.306078056280583,0,0,1.8051086184562455,1,5,2,5,LOW_RISK
2.612308733366915,3,3,8.79467809153713,-1,2,7,3,HIGH_RISK
3.1818650713635885,6,4,6.864401389480217,-1,2,7,6,HIGH_RISK
6.2561662561369795,1,0,3.130072622201905,0,8,0,7,LOW_RISK
4.071364027801946,1,0,5.1607325385868315,-1,5,5,3,MEDIUM_RISK
1.0,6,5,8.516634762227037,-1,2,10,6,HIGH_RISK
9.993428642116747,0,1,3.4196017702241503,1,5,0,6,LOW_RISK
1.3151965639957321,6,2,8.114840919040281,0,1,8,6,HIGH_RISK
2.7279487994104112,4,4,7.537039425830038,-1,2,5,4,HIGH_RISK
1.0,3,3,7.392892664429825,-1,2,8,4,HIGH_RISK
8.211573875775214,0,0,2.3301404806034856,1,7,1,5,LOW_RISK
1.0,6,3,9.522826651344333,-1,1,7,6,HIGH_RISK
1.655621091468029,7,4,8.868476236384872,-1,1,10,7,HIGH_RISK
7.661581738725218,0,0,0.5237591849763527,1,8,1,5,LOW_RISK
9.452162607084883,0,0,0.9040408853084131,1,9,1,5,LOW_RISK
3.0277120521629635,7,4,7.6249580206213965,-1,2,6,7,HIGH_RISK
3.6443867421124945,3,3,6.8657083202747975,-1,2,10,3,HIGH_RISK
1.480736925182625,7,4,7.756795280807851,-1,2,9,7,HIGH_RISK
7.464420047679785,0,1,2.704901378368672,1,5,1,5,LOW_RISK
8.224506760452698,1,1,1.3248549398580634,1,8,2,7,LOW_RISK
3.8490006458409627,1,1,3.996669583303233,1,5,2,4,MEDIUM_RISK
5.45984734728909,0,1,4.226346187526677,0,4,2,6,MEDIUM_RISK
1.4166058392533405,5,2,7.953581016232348,-1,2,7,5,HIGH_RISK
3.7544496778941454,7,3,8.823850462922433,-1,1,10,7,HIGH_RISK
5.26292189105321,0,1,5.133373364469173,-1,2,1,3,MEDIUM_RISK
6.0019152369986015,0,1,7.5,0,4,5,3,MEDIUM_RISK
8.737786941218351,0,1,1.8947278035994217,1,7,0,5,LOW_RISK
5.883721139785928,0,0,5.856683985940103,1,4,1,3,MEDIUM_RISK
2.6222423425427337,7,2,9.475882659336289,-1,1,6,7,HIGH_RISK
6.6575110749733515,1,1,3.551833214213595,-1,4,3,5,MEDIUM_RISK
7.8427515238248695,1,0,2.2345063090589528,1,8,1,7,LOW_RISK
2.81440252905545,5,5,7.67127443294256,-1,2,4,5,HIGH_RISK
4.389025357967546,3,2,7.401783813095291,-1,4,7,3,HIGH_RISK
6.775208429825644,1,0,4.373039298281811,0,9,1,7,LOW_RISK
6.0179468111259915,0,0,2.972250554146765,0,9,1,5,LOW_RISK
1.4931072288964642,3,3,7.266747286238244,0,2,7,3,HIGH_RISK
6.025232051118205,2,2,5.08328129103607,-1,3,4,3,MEDIUM_RISK
4.796240424812466,2,2,6.953687149248581,-1,3,2,4,MEDIUM_RISK
9.77209860047233,1,0,0.13922596671510154,1,8,0,7,LOW_RISK
5.625965493212994,2,1,4.791850217010772,1,2,4,4,MEDIUM_RISK
1.9355396518700656,4,5,7.161154878730712,-1,1,10,4,HIGH_RISK
5.071466400689221,2,2,4.0328908303004845,1,5,2,3,MEDIUM_RISK
5.1229574431780085,1,2,4.482800550019831,0,3,2,6,MEDIUM_RISK
6.8,2,0,7.09319777284265,0,4,4,4,MEDIUM_RISK
4.528612810541994,2,0,3.54677311997042,0,4,3,4,MEDIUM_RISK
1.4647191065128233,7,5,8.213154913421796,-1,2,10,7,HIGH_RISK
3.921488541898642,5,2,7.194651270077943,-1,1,4,5,HIGH_RISK
6.588547014367859,0,0,4.475371580491441,0,3,2,6,MEDIUM_RISK
4.513848284948245,2,1,5.619007089900701,0,2,3,3,HIGH_RISK
4.2,7,3,10.0,-1,2,10,7,HIGH_RISK
3.870249842033663,3,3,9.08136923583465,0,1,9,3,HIGH_RISK
8.89229615161316,1,0,1.0752711837258562,0,8,0,7,LOW_RISK
6.340225853253507,1,2,6.251175024366407,0,4,3,6,MEDIUM_RISK
2.772698705088946,7,3,8.206907361588462,-1,2,6,7,HIGH_RISK
6.0,1,0,2.690495928486621,0,9,1,7,LOW_RISK
5.206813242774714,0,1,4.396876779958389,0,2,2,5,MEDIUM_RISK
1.7358161367136073,5,2,7.918373824101847,-1,1,8,5,HIGH_RISK
5.461368725982152,0,2,7.191476956930848,0,2,2,5,MEDIUM_RISK
6.388759804049649,2,1,6.795055595009205,-1,3,5,5,MEDIUM_RISK
9.084492383633016,0,0,1.282503487712488,0,9,0,7,LOW_RISK
3.249069086229275,7,2,7.295278534761617,-1,1,8,7,HIGH_RISK
5.41055922044958,1,2,6.9664397620752405,1,2,2,6,MEDIUM_RISK
7.650534645044351,0,0,0.19741962834765958,1,7,1,6,LOW_RISK
8.023926160929106,0,0,3.5350758725906144,1,6,2,5,LOW_RISK
8.701099036884642,0,1,1.9889722387662339,1,6,0,7,LOW_RISK
4.947838015728128,0,2,4.500765023586946,0,5,5,3,MEDIUM_RISK
4.2,5,3,7.803233751192602,-1,1,9,5,HIGH_RISK
2.4863956617091096,5,3,6.5,-1,1,7,5,HIGH_RISK
3.91166061553168,7,3,7.236237166021237,-1,1,4,7,HIGH_RISK
8.112060065446402,0,0,2.188139902981912,1,6,2,7,LOW_RISK
7.862169303174571,1,1,0.22301444145245225,1,7,2,5,LOW_RISK
5.4981628414755965,2,2,5.747270850734474,0,3,1,4,MEDIUM_RISK
4.7468548068812835,1,0,6.56248237982798,0,5,5,4,MEDIUM_RISK
9.727754997494008,0,1,3.3245484159484127,1,8,0,7,LOW_RISK
5.702853948293308,0,2,4.92841678495406,-1,3,1,5,MEDIUM_RISK
3.862888335092713,4,5,8.381990528667107,-1,2,9,4,HIGH_RISK
6.3621216527877715,1,2,4.101408003944297,0,5,0,4,LOW_RISK
8.573790273375687,0,1,3.4951847083548095,0,7,0,5,LOW_RISK
8.06403233103009,1,1,2.616438308605363,0,7,1,5,LOW_RISK
5.095598792896998,0,2,5.715146525466479,1,5,1,3,MEDIUM_RISK
4.433267064719785,2,1,7.54564412094903,-1,1,4,3,HIGH_RISK
8.366582469548835,1,0,2.792960372835982,1,7,0,6,LOW_RISK
8.114940939752094,1,1,3.610848859329602,1,7,1,6,LOW_RISK
5.7543106819469925,1,2,3.5,1,5,1,6,MEDIUM_RISK
4.125158367079828,1,1,5.916633733815468,0,3,5,5,MEDIUM_RISK
6.68359949776284,0,0,0.8479057376307956,1,8,1,6,LOW_RISK
3.4123140015073883,5,5,7.873738071773917,-1,2,7,5,HIGH_RISK
4.069409621639618,3,2,7.810268796729978,-1,2,8,3,HIGH_RISK
9.212418022930043,1,0,4.279027193746924,1,5,2,7,LOW_RISK
8.650773572658997,0,0,3.173432375770305,1,5,0,7,LOW_RISK
9.003327789122478,0,1,1.259889242971771,1,9,0,7,LOW_RISK
2.1268008388679904,6,2,9.235101252455438,-1,1,10,6,HIGH_RISK
9.519299826916198,0,1,1.4426587255658054,1,7,1,5,LOW_RISK
2.4002275031687406,3,4,6.5,-1,2,7,3,HIGH_RISK
7.942368308819524,1,1,2.48922888178676,1,8,2,5,LOW_RISK
3.6604214092701817,6,3,9.596869706420536,-1,1,6,6,HIGH_RISK
9.206209588851744,0,0,2.4697322615099653,1,9,0,6,LOW_RISK
4.2377477535200985,2,1,5.405957281684842,-1,4,7,5,MEDIUM_RISK
5.963458134228496,2,1,6.65108293765108,1,4,2,5,MEDIUM_RISK
6.51050909381662,2,0,7.2584090089930315,-1,5,1,3,MEDIUM_RISK
3.08352626229114,3,4,8.86849671286095,-1,2,10,4,HIGH_RISK
3.0979361205125056,3,2,8.309561703250198,-1,2,5,3,HIGH_RISK
2.719667734736293,7,4,9.1555556158142,-1,2,6,7,HIGH_RISK
3.2834005021347927,5,4,9.472448089779263,-1,2,4,5,HIGH_RISK
1.5610988564644046,7,3,9.08830012175605,-1,1,9,7,HIGH_RISK
4.587421505311032,2,2,4.427093059204377,0,4,2,5,MEDIUM_RISK
1.1133272850603464,7,2,6.8747850848669145,-1,2,8,7,HIGH_RISK
1.8926329994118118,3,3,8.322038613828044,-1,1,10,4,HIGH_RISK
4.347996270952682,2,2,7.5,0,2,3,3,MEDIUM_RISK
7.0261241405339625,1,0,2.175067516382917,1,5,2,6,LOW_RISK
6.52616778061016,0,0,3.1231924662799537,1,6,1,5,LOW_RISK
4.584763798472579,0,0,3.5,0,3,1,6,MEDIUM_RISK
5.387366009783122,1,1,4.153833115104554,0,5,4,5,MEDIUM_RISK
6.066136425920491,0,1,1.755647334621357,1,5,0,5,LOW_RISK
6.4585637556160576,0,0,2.6392342694226447,1,9,0,7,LOW_RISK
1.2238535214767687,6,5,7.82450004353151,-1,1,6,6,HIGH_RISK
6.544930524460773,1,0,0.7760756121352151,1,9,1,7,LOW_RISK
6.889712875409548,0,1,3.1873374739572604,1,9,2,5,LOW_RISK
4.953960119715941,2,3,5.167183603430712,-1,4,2,5,MEDIUM_RISK
3.736548192667422,7,2,9.140391300701623,-1,1,9,7,HIGH_RISK
7.129796087396147,1,1,2.5572578491118794,1,8,2,6,LOW_RISK
1.7753425254711561,3,4,8.424031594538695,-1,2,7,3,HIGH_RISK
4.097182216253111,3,5,10.0,-1,1,6,5,HIGH_RISK
